,breweryID,abv,ibu,beerID,beer_name,style,ounces,brewery_name,city,state
1494,0,0.049,26.0,2691,Maggie's Leap,Milk / Sweet Stout,16.0,NorthGate Brewing ,Minneapolis,MN
1495,0,0.048,19.0,2690,Wall's End,English Brown Ale,16.0,NorthGate Brewing ,Minneapolis,MN
1496,0,0.06,38.0,2689,Pumpion,Pumpkin Ale,16.0,NorthGate Brewing ,Minneapolis,MN
1497,0,0.06,25.0,2688,Stronghold,American Porter,16.0,NorthGate Brewing ,Minneapolis,MN
1498,0,0.056,47.0,2687,Parapet ESB,Extra Special / Strong Bitter (ESB),16.0,NorthGate Brewing ,Minneapolis,MN
1493,0,0.045,50.0,2692,Get Together,American IPA,16.0,NorthGate Brewing ,Minneapolis,MN
75,1,0.04,13.0,2680,Sho'nuff,Belgian Pale Ale,16.0,Against the Grain Brewery,Louisville,KY
80,1,0.06,65.0,2675,Pile of Face,American IPA,16.0,Against the Grain Brewery,Louisville,KY
79,1,0.065,,2676,Kamen Knuddeln,American Wild Ale,16.0,Against the Grain Brewery,Louisville,KY
77,1,0.076,68.0,2678,Rico Sauvin,American Double / Imperial IPA,16.0,Against the Grain Brewery,Louisville,KY
76,1,0.055,17.0,2679,Bloody Show,American Pilsner,16.0,Against the Grain Brewery,Louisville,KY
74,1,0.066,21.0,2681,Flesh Gourd'n,Pumpkin Ale,16.0,Against the Grain Brewery,Louisville,KY
73,1,0.05,25.0,2682,Rules are Rules,German Pilsener,16.0,Against the Grain Brewery,Louisville,KY
72,1,0.042,42.0,2683,A Beer,American Pale Ale (APA),16.0,Against the Grain Brewery,Louisville,KY
71,1,0.077,25.0,2684,35 K,Milk / Sweet Stout,16.0,Against the Grain Brewery,Louisville,KY
78,1,0.051,38.0,2677,Coq de la Marche,Saison / Farmhouse Ale,16.0,Against the Grain Brewery,Louisville,KY
81,1,0.05,20.0,2674,The Brown Note,English Brown Ale,16.0,Against the Grain Brewery,Louisville,KY
69,1,0.08,68.0,2686,Citra Ass Down,American Double / Imperial IPA,16.0,Against the Grain Brewery,Louisville,KY
70,1,0.125,80.0,2685,London Balling,English Barleywine,16.0,Against the Grain Brewery,Louisville,KY
1120,2,0.07200000000000001,80.0,2671,Excess IPL,American India Pale Lager,16.0,Jack's Abby Craft Lagers,Framingham,MA
1121,2,0.067,65.0,2670,Hoponius Union,American India Pale Lager,12.0,Jack's Abby Craft Lagers,Framingham,MA
1122,2,0.049,45.0,2669,Calyptra,American India Pale Lager,12.0,Jack's Abby Craft Lagers,Framingham,MA
1119,2,0.048,15.0,2672,Leisure Time,American Pale Lager,12.0,Jack's Abby Craft Lagers,Framingham,MA
1118,2,0.052000000000000005,18.0,2673,House Lager,Keller Bier / Zwickel Bier,16.0,Jack's Abby Craft Lagers,Framingham,MA
1340,3,0.058,28.0,2662,Claritas,Kölsch,16.0,Mike Hess Brewing Company,San Diego,CA
1339,3,0.063,30.0,2663,Grazias,Cream Ale,16.0,Mike Hess Brewing Company,San Diego,CA
1338,3,0.08,100.0,2664,Habitus,American Double / Imperial IPA,16.0,Mike Hess Brewing Company,San Diego,CA
1337,3,0.06,24.0,2666,Jucundus,Wheat Ale,16.0,Mike Hess Brewing Company,San Diego,CA
1336,3,0.075,85.0,2667,Solis,American IPA,16.0,Mike Hess Brewing Company,San Diego,CA
1335,3,0.08,100.0,2668,Habitus (2014),American Double / Imperial IPA,16.0,Mike Hess Brewing Company,San Diego,CA
837,4,0.047,19.0,2661,Park,American Pale Wheat Ale,12.0,Fort Point Beer Company,San Francisco,CA
838,4,0.056,16.0,2660,Westfalia,American Amber / Red Ale,12.0,Fort Point Beer Company,San Francisco,CA
839,4,0.046,17.0,2659,KSA,Kölsch,12.0,Fort Point Beer Company,San Francisco,CA
840,4,0.063,42.0,2658,Villager,American IPA,12.0,Fort Point Beer Company,San Francisco,CA
497,5,0.097,,2652,Boy King,American Double / Imperial IPA,16.0,COAST Brewing Company,Charleston,SC
496,5,0.077,,2653,HopArt,American IPA,16.0,COAST Brewing Company,Charleston,SC
495,5,0.048,,2654,32°/50° Kölsch ,Kölsch,16.0,COAST Brewing Company,Charleston,SC
494,5,0.06,,2655,Dead Arm,American Pale Ale (APA),12.0,COAST Brewing Company,Charleston,SC
493,5,0.062,,2656,Rye Knot,American Brown Ale,12.0,COAST Brewing Company,Charleston,SC
492,5,0.093,,2657,Blackbeard,American Double / Imperial Stout,12.0,COAST Brewing Company,Charleston,SC
956,6,0.071,,2642,Titan IPA,American IPA,12.0,Great Divide Brewing Company,Denver,CO
955,6,0.073,,2643,Colette,Saison / Farmhouse Ale,12.0,Great Divide Brewing Company,Denver,CO
954,6,0.095,75.0,2644,Yeti  Imperial Stout,Russian Imperial Stout,12.0,Great Divide Brewing Company,Denver,CO
953,6,0.05,,2645,Lasso,American IPA,12.0,Great Divide Brewing Company,Denver,CO
952,6,0.083,,2646,Orabelle,Tripel,12.0,Great Divide Brewing Company,Denver,CO
950,6,0.061,,2648,Whitewater,American Pale Wheat Ale,12.0,Great Divide Brewing Company,Denver,CO
949,6,0.087,,2649,Hibernation Ale,Old Ale,12.0,Great Divide Brewing Company,Denver,CO
948,6,0.05,,2650,Denver Pale Ale (Artist Series No. 1),American Pale Ale (APA),12.0,Great Divide Brewing Company,Denver,CO
951,6,0.071,,2647,Rumble,American IPA,12.0,Great Divide Brewing Company,Denver,CO
2127,7,0.057,,2447,Mr. Orange,Witbier,16.0,Tapistry Brewing,Bridgman,MI
2125,7,0.065,35.0,2640,Peck's Porter,American Porter,16.0,Tapistry Brewing,Bridgman,MI
2126,7,0.07,,2448,Reactor,American IPA,16.0,Tapistry Brewing,Bridgman,MI
246,8,0.08,54.0,2639,Dark Star,American Stout,16.0,Big Lake Brewing,Holland,MI
247,8,0.062,,2469,Ryecoe,American IPA,16.0,Big Lake Brewing,Holland,MI
2164,9,0.052000000000000005,,2638,G. B. Russo’s Italian Pistachio Pale Ale,American Pale Ale (APA),16.0,The Mitten Brewing Company,Grand Rapids,MI
433,10,0.09,,1266,Zaison,Saison / Farmhouse Ale,16.0,Brewery Vivant,Grand Rapids,MI
434,10,0.08199999999999999,,1178,Vivant Tripel,Tripel,16.0,Brewery Vivant,Grand Rapids,MI
392,10,0.07,,2548,Beasts A'Burnin',Rauchbier,16.0,Brewery Vivant,Grand Rapids,MI
391,10,0.06,,2597,Linnaeus Mango IPA,American IPA,16.0,Brewery Vivant,Grand Rapids,MI
390,10,0.098,,2598,Tart Side of the Barrel,American Double / Imperial Stout,16.0,Brewery Vivant,Grand Rapids,MI
389,10,0.06,,2636,Star Runner,Belgian Pale Ale,16.0,Brewery Vivant,Grand Rapids,MI
388,10,0.067,,2637,Belfort,Saison / Farmhouse Ale,16.0,Brewery Vivant,Grand Rapids,MI
435,10,0.098,,1136,Tart Side of the Moon,Belgian Dark Ale,16.0,Brewery Vivant,Grand Rapids,MI
436,10,0.06,,1044,Big Red Coq,American Amber / Red Ale,16.0,Brewery Vivant,Grand Rapids,MI
437,10,0.099,,1033,Hubris Quadrupel Anniversary Ale,Quadrupel (Quad),16.0,Brewery Vivant,Grand Rapids,MI
441,10,0.099,,860,Vivant Belgian Style Imperial Stout (2012),Russian Imperial Stout,16.0,Brewery Vivant,Grand Rapids,MI
439,10,0.092,,909,Escoffier Bretta Ale,American Wild Ale,16.0,Brewery Vivant,Grand Rapids,MI
422,10,0.05,,1974,Coq D'Or,Belgian Pale Ale,16.0,Brewery Vivant,Grand Rapids,MI
444,10,0.092,,670,Vivant Tripel (2012),Tripel,16.0,Brewery Vivant,Grand Rapids,MI
445,10,0.097,,669,Trebuchet Double IPA (2012),Belgian IPA,16.0,Brewery Vivant,Grand Rapids,MI
446,10,0.085,,627,Kludde,Belgian Strong Dark Ale,16.0,Brewery Vivant,Grand Rapids,MI
447,10,0.055,,387,Farm Hand,Saison / Farmhouse Ale,16.0,Brewery Vivant,Grand Rapids,MI
448,10,0.06,,385,Solitude,Belgian Pale Ale,16.0,Brewery Vivant,Grand Rapids,MI
449,10,0.065,,384,Triomphe,Belgian IPA,16.0,Brewery Vivant,Grand Rapids,MI
440,10,0.065,,873,Contemplation (2012),Bière de Garde,16.0,Brewery Vivant,Grand Rapids,MI
432,10,0.05,,1267,Black Rabbit,American Black Ale,16.0,Brewery Vivant,Grand Rapids,MI
438,10,0.095,,1031,Plow Horse Belgian Style Imperial Stout,American Double / Imperial Stout,16.0,Brewery Vivant,Grand Rapids,MI
431,10,0.065,,1352,Contemplation,Bière de Garde,16.0,Brewery Vivant,Grand Rapids,MI
443,10,0.09,,671,Zaison (2012),Saison / Farmhouse Ale,16.0,Brewery Vivant,Grand Rapids,MI
429,10,0.056,,1651,Maize & Blueberry,Fruit / Vegetable Beer,16.0,Brewery Vivant,Grand Rapids,MI
404,10,0.08199999999999999,,2433,Sous Chef,Belgian Strong Pale Ale,16.0,Brewery Vivant,Grand Rapids,MI
405,10,0.065,,2418,Dubbelicious,Dubbel,16.0,Brewery Vivant,Grand Rapids,MI
406,10,0.062,,2416,Psychopomp,Belgian Dark Ale,16.0,Brewery Vivant,Grand Rapids,MI
407,10,,,2382,Fat Paczki,Belgian Dark Ale,16.0,Brewery Vivant,Grand Rapids,MI
408,10,,,2381,Earth-Like Planets,Belgian Pale Ale,16.0,Brewery Vivant,Grand Rapids,MI
409,10,0.061,,2290,Ski Patrol,Witbier,16.0,Brewery Vivant,Grand Rapids,MI
410,10,0.063,,2241,Viking Ice Hole,Oatmeal Stout,16.0,Brewery Vivant,Grand Rapids,MI
411,10,0.056,,2240,Rye Porter,American Porter,16.0,Brewery Vivant,Grand Rapids,MI
403,10,0.041,,2465,Mind Games,Dunkelweizen,16.0,Brewery Vivant,Grand Rapids,MI
430,10,0.093,,1443,Trebuchet Double IPA,American Double / Imperial IPA,16.0,Brewery Vivant,Grand Rapids,MI
414,10,0.062,,2092,BRIPA,Belgian IPA,16.0,Brewery Vivant,Grand Rapids,MI
415,10,0.062,,2091,Mela,Belgian Dark Ale,16.0,Brewery Vivant,Grand Rapids,MI
416,10,0.053,,2086,W.I.P.A Snappa,Belgian IPA,16.0,Brewery Vivant,Grand Rapids,MI
417,10,0.063,,2023,Pepper in the Rye,Rye Beer,16.0,Brewery Vivant,Grand Rapids,MI
418,10,0.064,,2006,Moe Lasses',American Stout,16.0,Brewery Vivant,Grand Rapids,MI
419,10,0.07,,1997,Pumpkin Tart,Fruit / Vegetable Beer,16.0,Brewery Vivant,Grand Rapids,MI
420,10,0.067,,1977,Undertaker,Belgian Dark Ale,16.0,Brewery Vivant,Grand Rapids,MI
421,10,0.067,,1976,Undertaker (2014),Belgian Dark Ale,16.0,Brewery Vivant,Grand Rapids,MI
413,10,0.051,,2101,Smoky Wheat,Rauchbier,16.0,Brewery Vivant,Grand Rapids,MI
402,10,0.066,,2466,Root Stock,Rye Beer,16.0,Brewery Vivant,Grand Rapids,MI
412,10,0.099,,2137,Wizard Burial Ground,Quadrupel (Quad),16.0,Brewery Vivant,Grand Rapids,MI
400,10,0.055,,2476,The Grand Army,Belgian IPA,16.0,Brewery Vivant,Grand Rapids,MI
428,10,0.073,,1785,Le Flaneur Ale,American Wild Ale,16.0,Brewery Vivant,Grand Rapids,MI
427,10,0.093,,1947,Tree Bucket,Belgian IPA,16.0,Brewery Vivant,Grand Rapids,MI
426,10,0.063,,1949,Pothole Stout,American Stout,16.0,Brewery Vivant,Grand Rapids,MI
425,10,0.045,,1958,Belgian Wit,Witbier,16.0,Brewery Vivant,Grand Rapids,MI
401,10,0.059,,2467,Acidulated Trip,Saison / Farmhouse Ale,16.0,Brewery Vivant,Grand Rapids,MI
424,10,0.065,,1959,Agent a Deux,Belgian Dark Ale,16.0,Brewery Vivant,Grand Rapids,MI
423,10,0.06,,1973,North French,Bière de Garde,16.0,Brewery Vivant,Grand Rapids,MI
393,10,0.077,,2542,Verdun,Bière de Garde,16.0,Brewery Vivant,Grand Rapids,MI
394,10,0.065,,2541,Barrel Aged Triomphe,Belgian IPA,16.0,Brewery Vivant,Grand Rapids,MI
395,10,0.065,,2504,Cherry Doppelbock,Doppelbock,16.0,Brewery Vivant,Grand Rapids,MI
396,10,0.065,,2500,Tropical Saison,Saison / Farmhouse Ale,16.0,Brewery Vivant,Grand Rapids,MI
442,10,0.062,,677,Big Red Coq (2012),American Amber / Red Ale,16.0,Brewery Vivant,Grand Rapids,MI
398,10,0.05,,2498,Nuit Serpent,Belgian IPA,16.0,Brewery Vivant,Grand Rapids,MI
399,10,0.09,,2481,Paris,Saison / Farmhouse Ale,16.0,Brewery Vivant,Grand Rapids,MI
397,10,0.065,,2499,Beach Patrol,Witbier,16.0,Brewery Vivant,Grand Rapids,MI
1641,11,0.059,25.0,1404,North 45 Amber Ale,American Amber / Red Ale,16.0,Petoskey Brewing,Petoskey,MI
1640,11,0.041,12.0,2635,Sparkle,American Pale Lager,16.0,Petoskey Brewing,Petoskey,MI
1642,11,0.069,20.0,1403,Horny Monk,Dubbel,16.0,Petoskey Brewing,Petoskey,MI
1643,11,0.067,74.0,1402,Mind's Eye PA,American IPA,16.0,Petoskey Brewing,Petoskey,MI
287,12,0.048,47.0,2634,Nordskye ,American IPA,12.0,Blackrocks Brewery,Marquette,MI
292,12,0.055,,1480,Grand Rabbits,Cream Ale,12.0,Blackrocks Brewery,Marquette,MI
291,12,0.07,51.0,1481,51K IPA,American IPA,12.0,Blackrocks Brewery,Marquette,MI
290,12,0.068,,1496,Coconut Brown Ale,American Brown Ale,12.0,Blackrocks Brewery,Marquette,MI
288,12,0.06,30.0,2153,North Third Stout,Foreign / Export Stout,12.0,Blackrocks Brewery,Marquette,MI
289,12,0.052000000000000005,,1953,Honey Lav,American Pale Wheat Ale,12.0,Blackrocks Brewery,Marquette,MI
1627,13,0.055,10.0,2633,Hotbox Brown,American Brown Ale,12.0,Perrin Brewing Company,Comstock Park,MI
1628,13,0.048,15.0,2632,Gold,American Blonde Ale,12.0,Perrin Brewing Company,Comstock Park,MI
1629,13,0.058,,2631,Black,American Black Ale,12.0,Perrin Brewing Company,Comstock Park,MI
1630,13,0.065,65.0,2630,98 Problems (Cuz A Hop Ain't One),American IPA,12.0,Perrin Brewing Company,Comstock Park,MI
1631,13,0.05,40.0,2629,Veteran’s Pale Ale (VPA),American Pale Ale (APA),12.0,Perrin Brewing Company,Comstock Park,MI
1632,13,0.05,35.0,2628,Grapefruit IPA,American IPA,12.0,Perrin Brewing Company,Comstock Park,MI
2389,14,0.045,,2626,Edward’s Portly Brown,American Brown Ale,12.0,Witch's Hat Brewing Company,South Lyon,MI
2388,14,0.058,72.0,2627,Train Hopper,American IPA,12.0,Witch's Hat Brewing Company,South Lyon,MI
842,15,0.07200000000000001,65.0,1565,Centennial IPA,American IPA,12.0,Founders Brewing Company,Grand Rapids,MI
843,15,0.047,42.0,1223,All Day IPA,American IPA,12.0,Founders Brewing Company,Grand Rapids,MI
841,15,0.085,50.0,2625,Dirty Bastard,Scotch Ale / Wee Heavy,12.0,Founders Brewing Company,Grand Rapids,MI
810,16,0.05,27.0,2284,Hinchtown Hammer Down,American Blonde Ale,16.0,Flat 12 Bierwerks,Indianapolis,IN
811,16,0.06,104.0,1610,Half Cycle IPA,American IPA,16.0,Flat 12 Bierwerks,Indianapolis,IN
809,16,0.065,,2624,Deflator,Doppelbock,16.0,Flat 12 Bierwerks,Indianapolis,IN
2189,17,0.12,90.0,2621,Csar,Russian Imperial Stout,16.0,Tin Man Brewing Company,Evansville,IN
2190,17,0.055,,1817,Klingon Warnog Roggen Dunkel,Roggenbier,16.0,Tin Man Brewing Company,Evansville,IN
2193,17,0.051,22.0,950,Rivet Irish Red Ale,Irish Red Ale,16.0,Tin Man Brewing Company,Evansville,IN
2192,17,0.058,36.0,951,Alloy,American IPA,16.0,Tin Man Brewing Company,Evansville,IN
2194,17,0.052000000000000005,50.0,949,3 Gear Robust Porter,American Porter,16.0,Tin Man Brewing Company,Evansville,IN
2187,17,0.058,20.0,2623,Cafe Leche,American Porter,16.0,Tin Man Brewing Company,Evansville,IN
2191,17,0.085,115.0,1449,Overlord Imperial IPA,American Double / Imperial IPA,16.0,Tin Man Brewing Company,Evansville,IN
2195,17,0.045,35.0,948,Circuit Bohemian Pilsner,Czech Pilsener,16.0,Tin Man Brewing Company,Evansville,IN
2188,17,0.052000000000000005,12.0,2622,Damascene Apricot Sour,Fruit / Vegetable Beer,16.0,Tin Man Brewing Company,Evansville,IN
275,18,0.07200000000000001,75.0,2620,Saucy Intruder,Rye Beer,16.0,Black Acre Brewing Co.,Indianapolis,IN
386,19,0.058,,2619,Insert Hop Reference,American Pale Ale (APA),16.0,Brew Link Brewing,Plainfield,IN
191,20,0.07,46.0,2618,Thai.p.a,American IPA,16.0,Bare Hands Brewery,Granger,IN
2182,21,0.053,27.0,2614,Yoshi's Nectar,California Common / Steam Beer,16.0,Three Pints Brewing,Martinsville,IN
2179,21,0.055,64.0,2617,Citra Faced,American Pale Wheat Ale,16.0,Three Pints Brewing,Martinsville,IN
2180,21,0.055,31.0,2616,Pole Barn Stout,Oatmeal Stout,16.0,Three Pints Brewing,Martinsville,IN
2181,21,0.054000000000000006,37.0,2615,Pale,American Pale Ale (APA),16.0,Three Pints Brewing,Martinsville,IN
847,22,0.055,,2613,Feel Like Maplin' Love,Oatmeal Stout,16.0,Four Fathers Brewing ,Valparaiso,IN
848,22,0.05,,2612,Father's Beer,Belgian Pale Ale,16.0,Four Fathers Brewing ,Valparaiso,IN
849,22,0.06,,2611,The 26th,American IPA,16.0,Four Fathers Brewing ,Valparaiso,IN
850,22,0.064,90.0,2610,The Gadget,American IPA,16.0,Four Fathers Brewing ,Valparaiso,IN
1110,23,0.058,58.0,2609,Tribute,American Pale Ale (APA),12.0,Indiana City Brewing,Indianapolis,IN
475,24,0.065,,2608,Wrath of Pele,American Brown Ale,16.0,Burn 'Em Brewing,Michigan City,IN
476,24,0.068,,2607,Black Beer'd,American Black Ale,16.0,Burn 'Em Brewing,Michigan City,IN
477,24,0.078,,2606,Mr. Tea,Fruit / Vegetable Beer,24.0,Burn 'Em Brewing,Michigan City,IN
478,24,0.055,40.0,2478,Pale Alement,American Pale Ale (APA),12.0,Burn 'Em Brewing,Michigan City,IN
479,24,0.099,115.0,2471,Hopkick Dropkick,American Double / Imperial IPA,12.0,Burn 'Em Brewing,Michigan City,IN
480,24,0.06,,2470,Kreamed Corn,Cream Ale,12.0,Burn 'Em Brewing,Michigan City,IN
481,24,0.065,,2464,Coconoats,American Pale Wheat Ale,16.0,Burn 'Em Brewing,Michigan City,IN
483,24,0.07200000000000001,86.0,2158,3:33 Black IPA,American IPA,16.0,Burn 'Em Brewing,Michigan City,IN
482,24,0.068,16.0,2160,Joey Wheat,American Pale Wheat Ale,16.0,Burn 'Em Brewing,Michigan City,IN
485,24,0.055,40.0,2054,Pale Alement,American Pale Ale (APA),16.0,Burn 'Em Brewing,Michigan City,IN
484,24,0.068,,2072,MCA,American IPA,16.0,Burn 'Em Brewing,Michigan City,IN
2054,25,0.054000000000000006,23.0,1127,Bourbon Barrel Wee Mac,Scottish Ale,16.0,Sun King Brewing Company,Indianapolis,IN
2062,25,0.091,91.0,651,Isis,American Double / Imperial IPA,16.0,Sun King Brewing Company,Indianapolis,IN
2061,25,0.08,,660,Chaka,Belgian Strong Pale Ale,16.0,Sun King Brewing Company,Indianapolis,IN
2060,25,0.052000000000000005,24.0,698,Indians Victory Lager (2012),Dortmunder / Export Lager,16.0,Sun King Brewing Company,Indianapolis,IN
2059,25,0.052000000000000005,24.0,739,Indianapolis Indians Lager,Dortmunder / Export Lager,16.0,Sun King Brewing Company,Indianapolis,IN
2051,25,,,1347,Bourbon Barrel Cowbell,American Porter,16.0,Sun King Brewing Company,Indianapolis,IN
2052,25,0.054000000000000006,,1314,Popcorn Pilsner,German Pilsener,16.0,Sun King Brewing Company,Indianapolis,IN
2058,25,0.055,23.0,874,Sun King Oktoberfest,Märzen / Oktoberfest,16.0,Sun King Brewing Company,Indianapolis,IN
2067,25,0.054000000000000006,23.0,213,Wee Mac Scottish-Style Ale,Scottish Ale,16.0,Sun King Brewing Company,Indianapolis,IN
2053,25,0.071,27.0,1128,Ring of Dingle,Irish Dry Stout,16.0,Sun King Brewing Company,Indianapolis,IN
2065,25,0.055,23.0,526,Sun King Oktoberfest (2011),Märzen / Oktoberfest,16.0,Sun King Brewing Company,Indianapolis,IN
2057,25,0.09,24.0,923,The Velvet Fog,Quadrupel (Quad),16.0,Sun King Brewing Company,Indianapolis,IN
2069,25,0.056,50.0,54,Osiris Pale Ale (2010),American Pale Ale (APA),16.0,Sun King Brewing Company,Indianapolis,IN
2056,25,0.07,,934,The Deuce,American Brown Ale,16.0,Sun King Brewing Company,Indianapolis,IN
2055,25,0.099,60.0,1049,Bourbon Barrel Johan,English Barleywine,16.0,Sun King Brewing Company,Indianapolis,IN
2068,25,0.053,20.0,55,Sunlight Cream Ale,Cream Ale,16.0,Sun King Brewing Company,Indianapolis,IN
2063,25,0.09,30.0,584,Wee Muckle (2011),Scotch Ale / Wee Heavy,16.0,Sun King Brewing Company,Indianapolis,IN
2066,25,0.099,60.0,394,Johan the Barleywine,English Barleywine,16.0,Sun King Brewing Company,Indianapolis,IN
2064,25,0.075,77.0,532,Grapefruit Jungle (GFJ) (2011),American IPA,16.0,Sun King Brewing Company,Indianapolis,IN
2045,25,0.09,30.0,1656,Wee Muckle,Scotch Ale / Wee Heavy,16.0,Sun King Brewing Company,Indianapolis,IN
2048,25,0.056,50.0,1389,Osiris Pale Ale,American Pale Ale (APA),16.0,Sun King Brewing Company,Indianapolis,IN
2032,25,0.052000000000000005,29.0,2605,Tip Off,Altbier,16.0,Sun King Brewing Company,Indianapolis,IN
2033,25,0.054000000000000006,,2215,Java Mac,Scottish Ale,16.0,Sun King Brewing Company,Indianapolis,IN
2034,25,0.054000000000000006,23.0,2164,Cowbell,American Porter,16.0,Sun King Brewing Company,Indianapolis,IN
2035,25,0.058,20.0,2085,Hop Up Offa That Brett (2014),Belgian Pale Ale,16.0,Sun King Brewing Company,Indianapolis,IN
2036,25,0.083,23.0,2084,PV Muckle (2013),Scotch Ale / Wee Heavy,16.0,Sun King Brewing Company,Indianapolis,IN
2037,25,0.099,36.0,2083,Bourbon Barrel Batch 666: Sympathy for the Devil,Belgian Dark Ale,16.0,Sun King Brewing Company,Indianapolis,IN
2038,25,0.09,30.0,2082,Whip Fight,Scotch Ale / Wee Heavy,16.0,Sun King Brewing Company,Indianapolis,IN
2039,25,0.053,23.0,2081,Port Barrel Wee Mac ,Scotch Ale / Wee Heavy,16.0,Sun King Brewing Company,Indianapolis,IN
2040,25,0.064,75.0,2001,Fistful Of Hops Red,American IPA,16.0,Sun King Brewing Company,Indianapolis,IN
2044,25,,,1948,30 Min Coma,Belgian IPA,16.0,Sun King Brewing Company,Indianapolis,IN
2042,25,0.064,75.0,1999,Fistful Of Hops Blue,American IPA,16.0,Sun King Brewing Company,Indianapolis,IN
2041,25,0.063,75.0,2000,Fistful of Hops Orange,American IPA,16.0,Sun King Brewing Company,Indianapolis,IN
2043,25,0.064,75.0,1996,Fistful of Hops Green,American IPA,16.0,Sun King Brewing Company,Indianapolis,IN
2046,25,0.065,55.0,1599,Royal Brat,Extra Special / Strong Bitter (ESB),16.0,Sun King Brewing Company,Indianapolis,IN
2047,25,0.075,77.0,1420,Grapefruit Jungle (GFJ),American IPA,16.0,Sun King Brewing Company,Indianapolis,IN
2050,25,0.063,23.0,1366,Stupid Sexy Flanders,Flanders Oud Bruin,16.0,Sun King Brewing Company,Indianapolis,IN
2049,25,0.099,75.0,1367,Bourbon Barrel Aged Timmie,Russian Imperial Stout,16.0,Sun King Brewing Company,Indianapolis,IN
760,26,0.049,23.0,2604,Blonde Czich,American Blonde Ale,16.0,Evil Czech Brewery,Mishawaka,IN
762,26,0.051,,2431,Bobblehead,American Pale Wheat Ale,16.0,Evil Czech Brewery,Mishawaka,IN
763,26,0.052000000000000005,,2430,Lucky Dog,American Pale Ale (APA),16.0,Evil Czech Brewery,Mishawaka,IN
764,26,0.048,,2429,Voodoo,American Porter,16.0,Evil Czech Brewery,Mishawaka,IN
765,26,0.054000000000000006,48.0,1967,General George Patton Pilsner,Czech Pilsener,16.0,Evil Czech Brewery,Mishawaka,IN
761,26,0.07,61.0,2432,White Reaper,Belgian IPA,16.0,Evil Czech Brewery,Mishawaka,IN
51,27,0.05,45.0,2602,Citrafest,American IPA,16.0,450 North Brewing Company,Columbus,IN
52,27,0.09,,2220,Barn Yeti,Belgian Strong Dark Ale,16.0,450 North Brewing Company,Columbus,IN
53,27,0.069,65.0,2219,Scarecrow,American IPA,16.0,450 North Brewing Company,Columbus,IN
50,27,0.065,,2603,Galaxyfest,American IPA,16.0,450 North Brewing Company,Columbus,IN
55,27,0.046,15.0,2217,Honey Kolsch,Kölsch,16.0,450 North Brewing Company,Columbus,IN
56,27,0.052000000000000005,18.0,2216,Copperhead Amber,Belgian Dark Ale,16.0,450 North Brewing Company,Columbus,IN
54,27,0.09,50.0,2218,Ironman,English Strong Ale,16.0,450 North Brewing Company,Columbus,IN
2128,28,0.08,22.0,2601,Deduction,Dubbel,12.0,Taxman Brewing Company,Bargersville,IN
570,29,0.05,18.0,1050,The Lawn Ranger,Cream Ale,16.0,Cedar Creek Brewery,Seven Points,TX
566,29,,,2210,Special Release,,16.0,Cedar Creek Brewery,Seven Points,TX
568,29,0.051,35.0,1584,Scruffy's Smoked Alt,Smoked Beer,16.0,Cedar Creek Brewery,Seven Points,TX
567,29,0.068,70.0,2052,Dankosaurus,American IPA,16.0,Cedar Creek Brewery,Seven Points,TX
569,29,0.051,36.0,1182,Elliott's Phoned Home Pale Ale,American Pale Ale (APA),16.0,Cedar Creek Brewery,Seven Points,TX
565,29,0.085,90.0,2600,Gone A-Rye,American Double / Imperial IPA,16.0,Cedar Creek Brewery,Seven Points,TX
1791,30,0.06,,1329,I.W.A. (2011),American Pale Wheat Ale,12.0,SanTan Brewing Company,Chandler,AZ
1792,30,0.065,,1299,Supermonk I.P.A.,Belgian IPA,12.0,SanTan Brewing Company,Chandler,AZ
1793,30,0.055,20.0,1073,Epicenter Amber Ale,American Amber / Red Ale,12.0,SanTan Brewing Company,Chandler,AZ
1794,30,0.05,15.0,1072,SanTan HefeWeizen,Hefeweizen,12.0,SanTan Brewing Company,Chandler,AZ
1795,30,0.07,85.0,1071,Hop Shock IPA,American IPA,12.0,SanTan Brewing Company,Chandler,AZ
1797,30,0.055,45.0,850,Devil’s Ale,American Pale Ale (APA),12.0,SanTan Brewing Company,Chandler,AZ
1787,30,0.095,25.0,2073,Winter Warmer (Vault Series),Winter Warmer,16.0,SanTan Brewing Company,Chandler,AZ
1786,30,0.069,20.0,2599,Sex Panther,American Porter,12.0,SanTan Brewing Company,Chandler,AZ
1802,30,0.05,15.0,286,SanTan HefeWeizen (2010),Hefeweizen,12.0,SanTan Brewing Company,Chandler,AZ
1801,30,0.07,85.0,317,Hop Shock IPA (2010),American IPA,12.0,SanTan Brewing Company,Chandler,AZ
1799,30,0.05,20.0,777,Mr. Pineapple,Fruit / Vegetable Beer,12.0,SanTan Brewing Company,Chandler,AZ
1798,30,0.081,,839,Rail Slide Imperial Spiced Ale,Herbed / Spiced Beer,12.0,SanTan Brewing Company,Chandler,AZ
1796,30,0.069,20.0,852,Sex Panther (2014),American Porter,12.0,SanTan Brewing Company,Chandler,AZ
1800,30,0.055,45.0,764,American Idiot Ale (2012),American Pale Ale (APA),12.0,SanTan Brewing Company,Chandler,AZ
1804,30,0.055,20.0,124,Epicenter Amber Ale (2010),American Amber / Red Ale,12.0,SanTan Brewing Company,Chandler,AZ
